52
CoPt£¬-268.6188400155479
Pt	0.254799	3.000036	1.452494
Pt	0.599148	5.478337	2.128133
Pt	0.840160	-0.641542	5.000703
Pt	-2.425773	-0.866427	-2.831634
Pt	0.873790	-1.201536	2.442304
Co	4.146191	-0.379402	1.131426
Pt	-0.818505	4.841105	-0.034610
Pt	-4.242905	3.103000	2.477297
Pt	3.356995	0.530575	-1.188165
Pt	-0.092685	-0.175570	-1.701119
Pt	1.896324	4.436660	0.072126
Pt	3.214781	-0.655264	3.533076
Pt	-2.244138	-3.352217	1.748800
Pt	-4.655983	-0.737293	-1.291778
Pt	-2.845939	-2.678443	-0.836270
Co	-0.165003	1.100771	3.280474
Co	-4.017817	-1.368670	1.210042
Pt	1.851566	-2.946898	4.077169
Pt	2.211406	1.087942	1.703182
Pt	-0.906951	-4.499215	-0.300259
Co	1.424228	2.059717	-0.782374
Pt	-0.482795	-2.748632	-2.307513
Co	1.834917	-0.966628	0.037154
Pt	2.581156	3.646699	2.546705
Pt	-0.023605	-0.866633	-4.176726
Co	3.650494	2.604556	0.435708
Pt	-2.391077	-0.095170	-0.285011
Pt	-3.476751	-2.050602	3.727540
Pt	-1.175479	1.402891	-3.447613
Pt	-0.518742	-2.016338	0.242930
Pt	-4.537213	1.224166	0.552731
Pt	-1.876131	4.378694	2.353932
Pt	2.947910	-2.649314	1.648162
Pt	-0.830442	-2.585574	3.978075
Pt	0.482181	-3.812336	1.918455
Pt	-2.169342	1.833862	1.617205
Pt	1.587252	1.044663	-3.181942
Pt	1.570500	-3.429507	-0.588842
Pt	-1.784635	-0.766646	2.277338
Pt	4.400895	1.673550	2.820967
Pt	-0.073979	0.565704	0.726524
Pt	-1.117850	2.367153	-0.971644
Pt	-0.183177	1.672639	5.738996
Pt	0.207107	3.611075	4.003432
Pt	2.008331	-1.526615	-2.504946
Pt	-1.854348	-0.194252	4.838287
Pt	3.910404	-2.067698	-0.759177
Pt	-3.456146	1.582557	-1.944577
Pt	-2.241280	2.404713	4.194045
Pt	2.112909	1.672594	4.313776
Pt	-3.938703	0.519815	3.136788
Pt	-3.244795	3.581880	0.030617
