1	-103.20849145646775	6.975094924
2	-103.36026397165303	13.851207593
3	-103.47952982991903	20.388095365
4	-103.47952982991903	26.762488603
5	-103.47952982991903	31.772621864
6	-103.47952982991903	37.089250983
7	-103.47952982991903	42.544447448
8	-103.66007221450438	49.348458386
9	-103.66007221450438	55.523121785
10	-103.66007221450438	61.85939363
11	-103.67710117770419	68.016912622
12	-103.67710117770419	73.618929751
13	-103.67710117770419	78.668703982
14	-103.67710117770419	84.850590639
15	-103.67710117770419	90.962615301
16	-103.67710117770419	96.091569976
17	-103.67710117770419	101.409521953
18	-103.67710117770419	107.992677242
19	-103.67710117770419	113.849259228
20	-103.67710117770419	119.486716685
21	-103.67710117770419	125.10575962
22	-103.67710117770419	130.46420216
23	-103.67710117770419	136.395247634
24	-103.68388542514435	141.600437969
25	-103.8973337781003	147.476676936
26	-103.9389334810677	154.563006799
27	-103.9389334810677	159.920327761
28	-103.9389334810677	165.839039868
29	-103.9389334810677	172.43226313
30	-103.9389334810677	180.471084441
31	-104.06472743032245	186.399497885
32	-104.06472743032245	191.233316171
33	-104.17938993910148	195.837418512
34	-104.17938993910148	201.196785057
35	-104.17938993910148	207.212769112
36	-104.17938993910148	212.816566398
37	-104.17938993910148	218.200939799
38	-104.17938993910148	222.959662535
39	-104.17938993910148	228.487768699
40	-104.17938993910148	233.3578196
41	-104.17938993910148	237.985124979
42	-104.17938993910148	244.585284691
43	-104.17938993910148	249.659712256
44	-104.17938993910148	254.654793449
45	-104.17938993910148	260.043686519
46	-104.17938993910148	264.273210878
47	-104.17938993910148	269.330742927
48	-104.17938993910148	275.428651501
49	-104.17938993910148	281.429910781
50	-104.17938993910148	287.261284062
51	-104.17938993910148	292.785563061
52	-104.17938993910148	298.710906277
53	-104.17938993910148	304.594685248
54	-104.17938993910148	311.067182353
55	-104.17938993910148	316.124726377
56	-104.17938993910148	321.182487931
57	-104.17938993910148	326.698765067
58	-104.17938993910148	333.306970548
59	-104.17938993910148	338.711967415
60	-104.17938993910148	344.054533952
61	-104.17938993910148	350.273906234
62	-104.17938993910148	356.781510099
63	-104.17938993910148	362.665917143
64	-104.17938993910148	367.555818037
65	-104.32011966239088	371.993969594
66	-104.32011966239088	377.486727803
67	-104.32011966239088	383.028504732
68	-104.32011966239088	389.708046453
69	-104.32011966239088	395.389299621
70	-104.32011966239088	399.77691602
71	-104.32011966239088	405.799212159
72	-104.32011966239088	412.904940988
73	-104.32011966239088	417.92350319
74	-104.32011966239088	424.448656587
75	-104.32011966239088	429.214654469
76	-104.32011966239088	433.930443631
77	-104.32011966239088	438.79765381
78	-104.32011966239088	445.670329899
79	-104.32011966239088	452.840522381
80	-104.32011966239088	458.257264456
81	-104.32011966239088	463.86107229
82	-104.32011966239088	470.305957022
83	-104.32011966239088	476.87558039
84	-104.32011966239088	482.320407532
85	-104.32011966239088	488.806942038
86	-104.32011966239088	496.980768957
87	-104.32011966239088	503.936626565
88	-104.32011966239088	509.644657337
89	-104.32011966239088	515.01274676
90	-104.32011966239088	522.192773434
91	-104.32011966239088	529.318832932
92	-104.32011966239088	535.226604949
93	-104.32011966239088	540.315852511
94	-104.32011966239088	545.758896931
95	-104.32011966239088	552.439376626
96	-104.32011966239088	559.670069319
97	-104.32011966239088	564.831558024
98	-104.32011966239088	569.430462162
99	-104.32011966239088	575.638337271
100	-104.32011966239088	581.996809461
101	-104.32011966239088	587.336395863
102	-104.32011966239088	593.565723504
103	-104.32011966239088	598.543037635
104	-104.32011966239088	604.138874967
105	-104.32011966239088	609.97211992
106	-104.32011966239088	616.056863208
107	-104.32011966239088	621.546712556
108	-104.32011966239088	626.20598576
109	-104.32011966239088	632.323033575
110	-104.32011966239088	638.443718964
111	-104.32011966239088	646.377323768
112	-104.32011966239088	652.699431628
113	-104.32011966239088	658.190562494
114	-104.32011966239088	663.192758039
115	-104.32011966239088	669.254319672
116	-104.32011966239088	675.319386593
117	-104.32011966239088	681.069156946
118	-104.32011966239088	687.18261594
119	-104.32011966239088	692.298844381
120	-104.32011966239088	697.352218837
121	-104.32011966239088	702.62586221
122	-104.32011966239088	708.282196617
123	-104.32011966239088	712.395391894
124	-104.32011966239088	717.984301044
125	-104.32011966239088	724.462693133
126	-104.32011966239088	729.169343458
127	-104.32011966239088	734.011897451
128	-104.32011966239088	739.43945845
129	-104.32011966239088	745.261050281
130	-104.32011966239088	750.573773549
131	-104.32011966239088	756.181078118
132	-104.32011966239088	762.143205045
133	-104.32011966239088	767.231172229
134	-104.32011966239088	772.960941772
135	-104.32011966239088	779.354760777
136	-104.32011966239088	785.443151903
137	-104.32011966239088	790.34309283
138	-104.32011966239088	796.858987649
139	-104.32011966239088	800.382875209
140	-104.32011966239088	806.050108651
141	-104.32011966239088	810.84662007
142	-104.32011966239088	815.760435608
143	-104.32011966239088	821.816084581
144	-104.32011966239088	827.116646967
145	-104.32011966239088	832.979402764
146	-104.32011966239088	838.816288141
147	-104.32011966239088	843.849057664
148	-104.32011966239088	849.76496383
149	-104.32011966239088	855.502230612
150	-104.32011966239088	859.916689617
151	-104.32011966239088	865.576122476
152	-104.32011966239088	869.724334708
153	-104.32011966239088	875.921388328
154	-104.32011966239088	882.878290537
155	-104.32011966239088	888.238452508
156	-104.32011966239088	893.466406543
157	-104.32011966239088	899.33129887
158	-104.32011966239088	904.044721713
159	-104.32011966239088	911.086981598
160	-104.32011966239088	915.767200143
161	-104.32011966239088	921.625397784
162	-104.32011966239088	926.232180338
163	-104.32011966239088	931.264506532
164	-104.32011966239088	937.205952118
165	-104.32011966239088	943.435448537
166	-104.32011966239088	949.551994009
167	-104.32011966239088	954.853790301
168	-104.32011966239088	959.176119112
169	-104.32011966239088	964.873970438
170	-104.36795544490124	969.163776337
171	-104.36795544490124	974.368518782
172	-104.36795544490124	979.227487329
173	-104.36795544490124	984.983284667
174	-104.36795544490124	989.488662198
175	-104.36795544490124	995.029478629
176	-104.36795544490124	1000.898238034
177	-104.36795544490124	1006.193369575
178	-104.36795544490124	1011.927567556
179	-104.36795544490124	1018.434215486
180	-104.36795544490124	1023.749606707
181	-104.36795544490124	1030.170774938
182	-104.36795544490124	1036.189057458
183	-104.36795544490124	1041.136192759
184	-104.36795544490124	1047.00601273
185	-104.36795544490124	1051.828020235
186	-104.36795544490124	1056.518631196
187	-104.36795544490124	1063.356982836
188	-104.36795544490124	1067.867799478
189	-104.36795544490124	1071.842710798
190	-104.36795544490124	1077.639052583
191	-104.36795544490124	1083.635113661
192	-104.36795544490124	1090.188636083
193	-104.36795544490124	1095.164137272
194	-104.36795544490124	1101.062107027
195	-104.36795544490124	1106.934284195
196	-104.36795544490124	1114.021047122
197	-104.36795544490124	1120.006310373
198	-104.36795544490124	1125.628735434
199	-104.36795544490124	1130.109981646
200	-104.36795544490124	1136.445290142
201	-104.36795544490124	1142.354821218
202	-104.36795544490124	1147.875756866
203	-104.36795544490124	1153.540373103
204	-104.36795544490124	1159.779194813
205	-104.36795544490124	1164.769626618
206	-104.36795544490124	1170.827540985
207	-104.36795544490124	1176.370819243
208	-104.36795544490124	1181.765792897
209	-104.36795544490124	1186.832181535
210	-104.36795544490124	1191.254751312
211	-104.36795544490124	1197.475027926
212	-104.36795544490124	1202.875545893
213	-104.36795544490124	1209.280940757
214	-104.36795544490124	1215.295349927
215	-104.36795544490124	1221.488082592
216	-104.36795544490124	1227.5293529
217	-104.36795544490124	1233.071572302
218	-104.36795544490124	1238.277290069
219	-104.36795544490124	1243.397727422
220	-104.36795544490124	1247.461900844
221	-104.36795544490124	1252.671627383
222	-104.36795544490124	1259.335118336
223	-104.36795544490124	1264.855264261
224	-104.36795544490124	1269.926856805
225	-104.36795544490124	1275.291144152
226	-104.36795544490124	1280.4087787
227	-104.36795544490124	1284.839456397
228	-104.36795544490124	1291.194510825
229	-104.36795544490124	1296.64193493
230	-104.36795544490124	1303.229569689
231	-104.36795544490124	1307.765882418
232	-104.36795544490124	1314.533781908
233	-104.36795544490124	1319.563600374
234	-104.36795544490124	1326.498589047
235	-104.36795544490124	1332.302141547
236	-104.36795544490124	1337.075882138
237	-104.36795544490124	1342.439192453
238	-104.36795544490124	1346.936648232
239	-104.36795544490124	1352.846878085
240	-104.36795544490124	1358.654577915
241	-104.36795544490124	1364.170462185
242	-104.36795544490124	1370.078437192
243	-104.36795544490124	1374.709010372
244	-104.36795544490124	1379.380157933
245	-104.36795544490124	1384.688202163
246	-104.36795544490124	1389.579728404
247	-104.36795544490124	1394.219817606
248	-104.36795544490124	1399.796624603
249	-104.36795544490124	1405.762608915
250	-104.36795544490124	1410.300725177
251	-104.36795544490124	1416.437169963
252	-104.36795544490124	1422.441335539
253	-104.36795544490124	1429.984240033
254	-104.36795544490124	1435.992407538
255	-104.36795544490124	1442.864851273
256	-104.36795544490124	1448.291850342
257	-104.36795544490124	1453.045013083
258	-104.36795544490124	1459.173008686
259	-104.36795544490124	1465.038388246
260	-104.36795544490124	1470.76142433
261	-104.36795544490124	1477.042259601
262	-104.36795544490124	1482.447818397
263	-104.36795544490124	1487.426416613
264	-104.36795544490124	1494.271913679
265	-104.36795544490124	1500.899849126
266	-104.36795544490124	1505.781134339
267	-104.36795544490124	1512.628346274
268	-104.36795544490124	1518.751512876
269	-104.36795544490124	1524.204884994
270	-104.36795544490124	1529.268324287
271	-104.36795544490124	1535.826139155
272	-104.36795544490124	1542.073795216
273	-104.36795544490124	1546.773136182
274	-104.36795544490124	1550.726359764
275	-104.36795544490124	1556.205403589
276	-104.36795544490124	1562.00700858
277	-104.36795544490124	1567.051653316
278	-104.36795544490124	1571.828760066
279	-104.36795544490124	1576.198070567
280	-104.36795544490124	1580.975193853
281	-104.36795544490124	1587.719217473
282	-104.36795544490124	1594.153120775
283	-104.36795544490124	1599.397597987
284	-104.36795544490124	1605.068707916
285	-104.36795544490124	1611.165785997
286	-104.36795544490124	1616.688567944
287	-104.36795544490124	1621.754868487
288	-104.36795544490124	1628.642225446
289	-104.36795544490124	1633.650523812
290	-104.36795544490124	1639.785591001
291	-104.36795544490124	1646.991518601
292	-104.36795544490124	1653.345472833
293	-104.36795544490124	1659.320891059
294	-104.36795544490124	1664.103909615
295	-104.36795544490124	1669.482338995
296	-104.36795544490124	1674.358354445
297	-104.36795544490124	1679.391076356
298	-104.36795544490124	1685.379442051
299	-104.36795544490124	1691.333501257
300	-104.36795544490124	1696.386956396
301	-104.36795544490124	1703.020435585
302	-104.36795544490124	1710.318169792
303	-104.36795544490124	1716.558481143
304	-104.36795544490124	1722.416398247
305	-104.36795544490124	1729.498964522
306	-104.36795544490124	1735.068275707
307	-104.36795544490124	1740.210766864
308	-104.36795544490124	1747.205536445
309	-104.36795544490124	1753.036685352
310	-104.36795544490124	1758.224199572
311	-104.36795544490124	1763.684193106
312	-104.36795544490124	1770.311685224
313	-104.36795544490124	1775.984217795
314	-104.36795544490124	1783.631677652
315	-104.36795544490124	1789.872355354
316	-104.36795544490124	1795.524422975
317	-104.36795544490124	1801.55390702
318	-104.36795544490124	1806.940700624
319	-104.36795544490124	1812.57737577
320	-104.36795544490124	1818.394848211
321	-104.36795544490124	1824.781649798
322	-104.36795544490124	1831.077493231
323	-104.36795544490124	1836.109042816
324	-104.36795544490124	1841.251910304
325	-104.36795544490124	1846.706752961
326	-104.36795544490124	1852.846755777
327	-104.36795544490124	1857.096966323
328	-104.36795544490124	1861.851374375
329	-104.36795544490124	1867.463696395
330	-104.36795544490124	1874.794918288
331	-104.36795544490124	1880.12875254
332	-104.36795544490124	1885.39929746
333	-104.36795544490124	1890.920892541
334	-104.36795544490124	1895.268963193
335	-104.36795544490124	1900.386326613
336	-104.36795544490124	1906.037056266
337	-104.36795544490124	1910.68151888
338	-104.36795544490124	1916.284882531
339	-104.36795544490124	1921.612721729
340	-104.36795544490124	1927.14154406
341	-104.36795544490124	1931.422553811
342	-104.36795544490124	1936.694045259
343	-104.36795544490124	1941.426940054
344	-104.36795544490124	1948.215058454
345	-104.36795544490124	1954.699006831
346	-104.36795544490124	1960.480225844
347	-104.36795544490124	1964.757656182
348	-104.36795544490124	1971.152619287
349	-104.36795544490124	1978.069805261
350	-104.36795544490124	1983.92151035
351	-104.36795544490124	1988.725671536
352	-104.36795544490124	1994.450043592
353	-104.36795544490124	2000.46096458
354	-104.36795544490124	2006.287192115
355	-104.36795544490124	2012.554649987
356	-104.36795544490124	2019.299473879
357	-104.36795544490124	2023.771405348
358	-104.36795544490124	2028.621030073
359	-104.36795544490124	2034.841375681
360	-104.36795544490124	2039.86403475
361	-104.36795544490124	2045.68364315
362	-104.36795544490124	2051.409503421
363	-104.36795544490124	2058.612741971
364	-104.36795544490124	2063.641163168
365	-104.36795544490124	2069.844239497
366	-104.36795544490124	2074.971691131
367	-104.36795544490124	2082.424306598
368	-104.36795544490124	2088.450866101
369	-104.36795544490124	2094.375538195
370	-104.36795544490124	2100.657751062
371	-104.36795544490124	2106.127096972
372	-104.36795544490124	2112.410861346
373	-104.36795544490124	2118.428023999
374	-104.36795544490124	2124.152820852
375	-104.36795544490124	2128.887615258
376	-104.36795544490124	2134.141853962
377	-104.36795544490124	2138.859658486
378	-104.36795544490124	2145.869833657
379	-104.36795544490124	2151.258649465
380	-104.36795544490124	2156.587263846
381	-104.36795544490124	2161.801358096
382	-104.36795544490124	2166.180040644
383	-104.36795544490124	2171.791690972
384	-104.36795544490124	2176.84288984
385	-104.36795544490124	2181.495813612
386	-104.36795544490124	2185.985957752
387	-104.36795544490124	2191.902334901
