55
CoPt，-289.05271776955044
Pt	-0.558715	-0.513341	-5.410588
Pt	2.847155	-4.945261	-1.437790
Pt	2.825942	-4.233931	-4.092659
Pt	2.260610	-6.740191	0.427822
Pt	1.264728	-0.467230	0.678543
Pt	-0.502600	-2.395463	1.613995
Pt	-1.752913	-4.794017	0.981333
Pt	5.120201	-3.620246	-1.085770
Pt	-3.162578	-1.680593	-1.937874
Pt	1.486671	-3.015611	-0.030555
Pt	5.098763	-2.901340	-3.768926
Pt	2.107740	-2.418544	2.373540
Pt	0.403556	1.345392	-1.155604
Pt	2.204477	-4.858062	-6.596770
Pt	-3.053523	-2.426436	0.674239
Pt	-1.395247	0.247644	-2.873329
Pt	-2.008642	-6.746722	-0.977787
Pt	4.797343	-6.233356	-0.408486
Pt	-3.396872	-4.352205	-1.213839
Pt	0.885628	-4.789981	1.850051
Pt	-0.405867	-4.834981	-7.356308
Pt	3.075700	-6.782267	-4.792606
Pt	4.864464	-5.572943	-3.044901
Pt	0.471853	-7.949519	-1.319880
Pt	-1.172112	-7.507705	-3.515053
Pt	-0.338002	-7.110360	1.135986
Pt	2.874008	0.254164	-1.467712
Pt	3.454803	-2.459517	-5.964105
Pt	3.097144	-7.501176	-2.109449
Pt	-2.043338	-5.583500	-5.319220
Pt	-1.809043	-2.911890	-6.043251
Pt	2.039902	-0.143175	-6.118752
Pt	-1.373816	-0.471263	-0.190178
Pt	3.510922	-4.341641	1.060486
Pt	-1.377091	-4.951719	-2.828580
Pt	5.255655	-1.007422	-1.824758
Pt	-3.418310	-3.633295	-3.896991
Pt	1.077251	-6.141838	-3.167068
Pt	-3.553759	-6.246125	-3.158000
Pt	1.230053	0.695985	-3.662890
Pt	1.298341	-8.598923	-3.827174
Pt	3.710543	-0.506823	-4.004977
Pt	0.215211	-4.237919	-4.952213
Pt	4.755405	-4.827097	-5.657017
Pt	1.452356	-1.864658	-4.326220
Pt	0.624641	-1.111695	-1.815705
Pt	0.850945	-3.626767	-2.491385
Pt	3.745221	-1.670036	0.336457
Pt	0.249538	-5.388876	-0.656548
Pt	-1.145266	-2.308273	-3.544979
Pt	0.816254	-2.463546	-6.832817
Pt	-1.124056	-3.019603	-0.890114
Pt	0.437154	-6.786299	-5.661315
Pt	3.078983	-2.301821	-2.154185
Pt	-3.095454	-1.020178	-4.574282
