38
CoPt£¬-175.28749254660022
Pt	-1.071154	1.241198	-3.802617
Co	0.935848	1.246327	1.750459
Co	-3.367878	-1.373994	0.883228
Co	0.964697	0.018467	-2.522564
Co	-1.368993	-2.484779	1.940428
Pt	0.771916	-1.211214	2.524228
Pt	0.782077	-2.504987	-1.790359
Co	-1.404098	-3.802903	-2.248307
Pt	-3.489844	-3.260787	-0.859692
Co	0.621300	-4.892516	-1.117968
Co	-1.237227	-3.150440	-4.643832
Co	-3.216128	-0.169036	-4.100636
Pt	1.100597	0.511388	-5.049499
Pt	1.216440	2.478531	-3.322561
Pt	-3.489271	-0.745896	-1.595850
Co	0.704410	-3.068623	0.720478
Pt	2.885015	-3.153811	-3.154765
Pt	-1.243074	-1.288029	-2.955068
Pt	3.111779	-1.234869	-1.357817
Co	2.724730	-3.643131	-0.636059
Pt	3.201704	1.254719	-2.135546
Co	-1.079812	-0.773863	-5.405349
Pt	-1.427287	-4.343659	0.235680
Co	-1.155029	0.585704	-1.176266
Pt	1.119724	1.985439	-0.719002
Pt	-0.958812	3.070888	-1.904716
Pt	-3.413572	-2.666521	-3.418776
Co	3.026003	0.654189	0.387367
Co	2.977618	-0.669914	-3.825566
Pt	-3.275765	1.143116	0.210014
Co	0.897422	-1.919299	-4.297618
Co	-1.053390	2.363622	0.556265
Co	0.662094	-4.296093	-3.550200
Pt	0.851986	-0.573463	0.000647
Pt	-3.184921	1.759138	-2.326388
Pt	-1.297574	0.003221	1.468449
Co	-1.357412	-1.859147	-0.438931
Co	2.795120	-1.787267	1.099208
