38
CoPt，-176.23219272855613
Co	3.105799	0.074916	-1.620057
Co	1.110294	-5.852222	2.803199
Co	-1.492739	-3.055811	0.983668
Pt	-1.853135	-4.472638	-1.065114
Co	0.957913	-1.227196	-2.130771
Pt	0.945295	-7.453038	0.846235
Pt	6.069631	-2.785434	0.346562
Pt	-0.607847	-6.795328	-1.182542
Co	-0.401506	-5.246483	0.907203
Co	5.847251	-4.315496	-1.739822
Co	2.203123	-4.915880	-4.147497
Pt	0.059616	-4.802267	-2.810855
Pt	2.571449	-0.304869	1.969775
Co	2.324457	-3.445692	-2.190036
Pt	2.981591	-1.463340	-3.658673
Pt	2.456583	-1.850003	-0.145909
Co	0.432759	-1.647388	1.490025
Co	3.128936	-6.115438	1.325340
Pt	1.498047	-7.042922	-2.821981
Pt	3.870498	-4.110668	-0.204454
Co	0.332676	-3.227423	-0.673340
Pt	1.056865	0.352361	-0.065664
Pt	3.781180	-5.752292	-2.347926
Pt	1.619912	-5.462528	-0.729651
Pt	4.633960	-2.024673	-1.743264
Pt	5.317889	-4.812892	1.860280
Pt	4.029617	-2.510242	2.016446
Pt	1.739260	-3.876982	1.409322
Co	-0.176623	-3.697369	2.941532
Co	-1.102836	-2.556982	-2.575744
Co	0.892834	-2.779331	-4.069494
Co	3.218888	-4.563294	3.312813
Co	1.889931	-2.340408	3.395143
Co	5.125295	-6.303150	-0.228501
Co	4.608977	-0.600573	0.389025
Pt	-1.036826	-1.094447	-0.527803
Pt	3.012870	-7.701924	-0.740563
Co	4.292165	-3.642092	-3.658139
