38
CoPt£¬-172.06039503088172
Co	0.537098	-0.545768	1.471891
Pt	-0.064611	0.275427	3.726468
Co	3.693599	1.549312	0.435145
Co	-4.259642	2.640522	1.976280
Co	3.236876	2.338984	-1.790325
Pt	0.420735	-4.018894	-0.580837
Co	1.294371	-2.808488	1.471774
Pt	3.068811	-0.860051	0.955690
Co	-0.141840	2.024229	1.733892
Pt	2.154097	-1.200476	3.398371
Pt	-0.118621	-2.370989	3.533052
Co	1.900684	3.285220	0.943226
Co	1.470596	-0.857963	-3.336426
Co	-3.551175	0.129623	0.710669
Co	-1.252024	0.468633	0.243792
Pt	3.332146	0.829449	-3.826874
Pt	1.894182	-3.282307	-2.618852
Pt	-1.210098	-3.762967	1.594918
Pt	-3.416930	2.844223	4.296410
Pt	-1.969147	3.795731	2.461204
Co	-0.912558	-1.876448	0.069006
Pt	-0.609068	-2.478732	-2.511160
Pt	-2.202164	-3.803981	-0.915229
Co	-1.791686	-1.161657	2.183932
Pt	-2.340067	1.201593	2.667211
Co	3.266999	-0.067140	-1.517120
Pt	1.285035	1.194233	-0.329077
Pt	1.119326	1.639023	-2.950169
Co	-3.298091	-2.367465	0.794399
Co	1.254146	3.621449	-1.376360
Pt	1.290225	-1.438180	-0.886610
Pt	2.158114	1.203511	2.405098
Co	-0.540820	-0.018768	-1.998014
Pt	-0.471073	4.095668	0.370265
Co	-0.802950	2.312398	-1.370547
Co	2.952861	-3.190997	-0.305089
Co	-2.483293	2.486820	0.376463
Pt	-2.758210	-1.173607	-1.379567
