38
CoPt£¬-176.27808034631033
Pt	9.293990	2.572657	1.247885
Co	8.990481	0.993249	3.317975
Pt	14.870608	0.342574	-0.145256
Co	10.278548	2.461897	-1.159972
Co	13.105145	0.330516	3.718280
Pt	7.104467	-3.089816	1.334678
Pt	14.200049	-2.050557	3.439411
Pt	7.929455	1.417197	-0.765125
Pt	6.640245	-0.769913	0.183166
Pt	11.335373	0.977844	0.540068
Pt	13.137554	-0.725600	1.400600
Co	12.776113	-4.107507	4.291273
Pt	8.734159	-2.312972	-0.536876
Pt	13.028289	-2.897836	-0.181492
Pt	7.787756	-3.281253	3.810573
Pt	9.976799	-0.118453	-1.508882
Co	9.452007	-2.392891	2.080385
Co	7.355571	-0.974039	2.768218
Co	10.602156	-3.932240	0.355860
Co	10.278013	-3.674128	4.036081
Pt	11.880813	-1.772732	4.677792
Pt	11.329506	2.092863	2.936876
Co	9.344698	-1.335791	4.302573
Co	12.613840	-0.512925	-1.162442
Co	10.971726	-1.546298	0.388935
Pt	15.371822	0.104340	2.418331
Co	10.881231	0.544769	4.896897
Pt	11.993086	-2.937382	2.266701
Co	15.192421	-2.036030	0.984862
Co	13.565654	1.815227	1.599636
Co	11.267547	-5.262243	2.462979
Co	8.945971	-4.704727	2.065503
Co	11.026807	-2.486088	-1.760662
Pt	8.992539	-0.121500	1.036622
Co	13.076403	2.003151	-0.886608
Co	10.946413	-0.482391	2.687392
Pt	11.745047	3.515280	0.737901
Pt	6.957087	1.376116	1.701753
