38
CoPt£¬-175.41176334653906
Pt	-1.396280	3.351225	1.280696
Co	-4.399306	-2.708829	1.720202
Co	0.305456	-4.198738	0.335898
Co	-2.677227	-1.018462	1.303512
Pt	-1.650033	-4.404883	-1.375708
Co	-4.724033	0.292279	-2.433525
Pt	-2.472810	-2.508071	3.393918
Pt	0.311314	-2.736522	-1.785945
Co	-2.221907	-1.950722	-0.996155
Pt	1.449926	1.642628	-1.825995
Pt	-4.086117	-2.182286	-2.709902
Pt	-0.378057	-0.158240	-1.452536
Pt	2.164749	-2.403810	0.038872
Co	-1.703026	-2.729147	-3.303253
Co	1.570711	0.110869	0.283079
Pt	-0.852697	0.829343	0.998479
Pt	-5.038965	-0.237724	2.014981
Co	-0.663607	-0.735618	3.050686
Co	2.010572	-0.844336	-2.002789
Co	0.093187	-1.039636	-3.713555
Co	-3.338707	3.039669	-0.412137
Pt	-5.238598	1.318845	-0.081552
Pt	-2.100215	-3.639750	1.081506
Pt	-4.763689	-1.272408	-0.372636
Co	-3.980736	-3.678099	-0.641450
Pt	-0.944726	2.508566	-1.171362
Pt	-3.041197	-0.004018	3.642007
Pt	-0.266974	-1.749302	0.676534
Co	-2.340810	-0.360194	-3.119600
Pt	-2.957357	2.123147	-2.819085
Co	1.623230	-1.382135	2.310919
Co	-3.256209	1.575613	1.627660
Co	0.971375	2.551797	0.548848
Co	-0.566022	1.390124	-3.446782
Pt	-2.845752	0.556664	-0.747867
Co	-1.255580	1.773447	3.298640
Co	-0.119402	-3.211482	2.689189
Pt	1.123120	1.080572	2.645915
