38
CoPt£¬-175.70253114654545
Pt	-1.047891	1.199350	-3.739296
Co	0.929592	1.178796	1.659479
Co	-3.445755	-1.337245	0.901526
Co	0.959621	-0.004105	-2.517918
Pt	-1.514287	-2.536260	2.117474
Co	0.698997	-1.206895	2.393286
Pt	0.811305	-2.481412	-1.807396
Pt	-1.432118	-3.901599	-2.236022
Co	-3.495702	-3.186552	-0.888661
Co	0.598179	-4.918946	-1.080230
Co	-1.184177	-3.150419	-4.627054
Co	-3.186168	-0.142455	-4.071534
Co	1.042345	0.505246	-4.970013
Co	1.162800	2.360361	-3.284831
Pt	-3.446885	-0.725635	-1.598685
Pt	0.684883	-3.189508	0.803628
Co	2.868129	-3.031800	-3.179113
Co	-1.210393	-1.280167	-2.928730
Pt	3.111448	-1.181430	-1.403630
Pt	2.835532	-3.706679	-0.666180
Pt	3.195935	1.309974	-2.186140
Pt	-1.119009	-0.775628	-5.428980
Co	-1.538562	-4.342975	0.276919
Co	-1.122348	0.570963	-1.181458
Pt	1.096168	1.928855	-0.761667
Pt	-0.941464	3.090581	-1.922849
Pt	-3.349797	-2.600576	-3.413946
Co	2.999380	0.668114	0.339363
Pt	3.050425	-0.590297	-3.942453
Co	-3.186795	1.103850	0.151447
Co	0.881648	-1.871567	-4.280137
Pt	-1.067282	2.457890	0.606085
Co	0.740437	-4.291214	-3.526755
Co	0.857003	-0.592776	-0.039878
Pt	-3.154243	1.772983	-2.300247
Pt	-1.307808	-0.000770	1.441628
Pt	-1.362537	-1.900229	-0.419739
Pt	2.848627	-1.758120	1.133206
