38
CoPt£¬-175.54144183855158
Pt	-1.384728	3.357562	1.247744
Co	-4.375586	-2.671447	1.695017
Pt	0.360902	-4.268335	0.367395
Co	-2.654535	-0.967496	1.337301
Co	-1.630866	-4.305546	-1.297448
Co	-4.713676	0.296947	-2.404705
Co	-2.505801	-2.503650	3.329241
Pt	0.289213	-2.723713	-1.786162
Co	-2.207056	-1.927051	-1.011490
Co	1.397411	1.616014	-1.792131
Co	-4.041290	-2.144663	-2.623196
Pt	-0.371396	-0.120254	-1.441443
Pt	2.187651	-2.394199	0.002713
Co	-1.737354	-2.795558	-3.290913
Co	1.558711	0.090881	0.266824
Co	-0.876620	0.822044	0.969589
Co	-4.991598	-0.274311	1.947424
Pt	-0.677118	-0.754835	3.149943
Co	1.987910	-0.826989	-2.040794
Pt	0.105501	-1.059849	-3.826762
Co	-3.359050	3.056368	-0.442960
Pt	-5.248656	1.304005	-0.093818
Pt	-2.107986	-3.590544	1.079591
Pt	-4.707476	-1.259538	-0.365393
Co	-3.942929	-3.637531	-0.640623
Pt	-0.952950	2.495945	-1.192996
Pt	-3.139616	-0.057025	3.698647
Pt	-0.263284	-1.707955	0.682340
Pt	-2.370042	-0.356765	-3.226281
Co	-2.928799	2.080118	-2.755121
Co	1.658694	-1.442996	2.312811
Pt	-3.321771	1.623825	1.695747
Pt	0.991826	2.560846	0.538855
Co	-0.536477	1.409422	-3.467676
Pt	-2.823606	0.578098	-0.730557
Pt	-1.266858	1.790644	3.344694
Pt	-0.090545	-3.302838	2.775557
Co	1.033450	1.000750	2.518741
